Seq	sampleID	sampleID_ss	sampleID_ss_mean	sampleID_nonss_mean	Cruise	Station	yyyy-mm-ddThh:mm:ss.sss	Date_mm/dd/yy	Latitude_degrees_north	Longitude_degrees_east	Bot_Depth_m	DEPTH_M	depthbin	Pressure	CTD-S	CTD-T	Potemp090C	CTD-O2	Oxsatperc	CTD-fluo	Turbidity	sigma	percChl_a_10	Chl_a	Chl_a_AVG	Chl_a_10um	Chla10_AVG	Phaeop_AVG	Phaeop_SD	TOC_uM	TOC_ug	TN_uM	TON_uM	TON_ug	TOC:TON	NH4_uM	NO2_uM	NO3+NO2_uM	Total_inorgN_uM	PO4_uM	SiOH4_uM	POC_ug	sd_POC_ug	POC_uM	PON_ug	sd_PON_ug	PON_uM	POC:PON	DOC_uM	DOC_ug	DON_uM	DON_ug	DON/TN	DOC:DON	BP_ug	sd_BP	BR	BCD	Picophytoeukaryotes	Nanophytoplankton	Large_Nanphyto	Small_Nanophyto	Synechococcus	Phaeocystis	Cryptophytes	Dead_phyto	Bacteria	HNA_bacteria	Small_virus	Medium_virus	Large_virus	Total_virus	HNA:LNA_bacteria	smallVirus:Bacteria	HNF	Large_HNF	HNA_Bac_from_HNF_plot	LysoTrack_HNF	Humic_Fl_A_RU	Humic_FL_C_RU	Humic_Fl_M_RU	Aminoacid_Fl_T_RU	Fluorescence_Index	a255_m-1	a300_m-1	a351_m-1	a375_m-1	S300-650nm__um-1	R2_of_slope_fit_300-650	S275-295nm__um-1	S300-450nm__um-1
372	MP4_Test_st/Exp.profile_1m	MP4_Test_st/Exp.profile_1m_ss	MP4_Test_st/Exp.profile_1m_ss_mean	MP4_Test_st/Exp.profile_1m_nonss_mean	MP4	Test_st/Exp.profile	2014-08-07T22:46:08	07.08.14	79.0011	10.0211	262	1	epi	2.356	33.4928	6.845	6.8448	5.76348	6.85249	0.4597		26.2525								76	912	19	17.6	246.3	4.3		0.703	0.703	1.4062	0.083	1.039														0.42	0.04	2.22	2.63	38649.299	1585.17	8.016	1577.154	5265		374.749		1.21E+06	2.02E+05	1.07E+07	3.40E+06	1.64E+06	1.58E+07	0.2	8.91	1503.338	61.415	45423.231														
373	MP4_D1_1000m	MP4_D1_1000m_ss	MP4_D1_1000m_ss_mean	MP4_D1_1000m_nonss_mean	MP4	D1	2014-08-08T22:46:00	08.08.14	79.0153	4.0103	2426	1000	meso	1013.878	34.9319	-0.316	-0.3588	5.62057	8.1168	0.03962		28.0677		0.005		0.003				106.5	1278	19	5.9	82	18.2	0.0933	0	13.051	13.1443	1.003	8.836	76.83	14.79	6.4	6.79	0.51	0.48	13.2	100.1	1201.17	5.37	75.19	0.28	18.64					46.185	4.016	0	4	2046.185		52.209	4	6.31E+04	1.97E+04	1.78E+06	4.58E+05	7.64E+04	2.31E+06	0.46	28.21	76.087	9.197	3170.569														
374	MP4_D1_750m	MP4_D1_750m_ss	MP4_D1_750m_ss_mean	MP4_D1_750m_nonss_mean	MP4	D1	2014-08-08T22:46:00	08.08.14	79.0153	4.0103	2426	750	meso	759.642	34.9405	0.1419	0.1087	5.66941	8.01809	0.03663		28.0505		0.005		0.004				62.2	746.4	18.8	6.4	89.1	9.8	0.078	0	12.355	12.433	0.939	7.336	63.15	8.26	5.26	5.87	0.47	0.42	12.55	56.94	683.25	5.95	83.27	0.32	9.57					54.217	4.016	0	4	104.418		34.137	0	6.09E+04	1.93E+04	5.68E+06	1.27E+06	1.97E+05	7.14E+06	0.46	93.16	20.05	3.342	2263.993														
375	MP4_D1_500m	MP4_D1_500m_ss	MP4_D1_500m_ss_mean	MP4_D1_500m_nonss_mean	MP4	D1	2014-08-08T22:46:00	08.08.14	79.0153	4.0103	2426	500	meso	505.694	34.9964	1.3105	1.2846	5.67692	7.77362	0.041115		28.0211		0.012		0.003				45.3	543.6	18.3	6.4	90.2	7	0.0629	0	11.794	11.8569	0.901	6.283	54.09	4.93	4.51	6.58	0.84	0.47	9.59	40.79	489.51	5.97	83.62	0.33	6.83					132.53	32.129	4	28	82.329		30.12	30	1.05E+05	2.59E+04	3.31E+06	8.68E+05	1.33E+05	4.31E+06	0.33	31.56	33.417	11.696	2680.033														
376	MP4_D1_200m	MP4_D1_200m_ss	MP4_D1_200m_ss_mean	MP4_D1_200m_nonss_mean	MP4	D1	2014-08-08T22:46:00	08.08.14	79.0153	4.0103	2426	200	meso	202.415	35.1113	3.3171	3.3039	5.64795	7.38194	0.15998		27.9439		0.085		0.013				132.2	1586.4	18.4	8.2	115	16.1	0.1052	0	10.08	10.1852	0.777	4.563	54.35	8.27	4.53	5.97	2.16	0.43	10.62	127.67	1532.05	7.79	109.04	0.42	16.39					350.101	197.183	36	161	179.074		10.06	22	3.40E+05	7.00E+04	4.59E+06	1.54E+06	2.50E+05	6.38E+06	0.26	13.5	120.401	15.05	7025.92														
377	MP4_D1_100m	MP4_D1_100m_ss	MP4_D1_100m_ss_mean	MP4_D1_100m_nonss_mean	MP4	D1	2014-08-08T22:46:00	08.08.14	79.0153	4.0103	2426	100	epi	101.122	35.1016	3.6855	3.6787	5.59832	7.31527	0.12185		27.8996		0.094		0.019				79.2	950.4	18.3	6.8	95.9	11.6	0.1031	0.17	11.18	11.4531	0.828	5.479	62.63	3.57	5.22	7.8	0.83	0.56	9.37	73.98	887.77	6.29	88.06	0.34	11.76					550.201	218.876	38	181	375.502		14.056	10	4.49E+05	2.96E+04	4.75E+06	1.18E+06	2.78E+05	6.21E+06	0.07	10.59	128.858	23.148	8285.494														
378	MP4_D1_50m	MP4_D1_50m_ss	MP4_D1_50m_ss_mean	MP4_D1_50m_nonss_mean	MP4	D1	2014-08-08T22:46:00	08.08.14	79.0153	4.0103	2426	50	epi	50.257	34.7221	1.8375	1.8349	5.82652	7.68306	0.42311		27.7618		0.286		0.112				49.9	598.8	15.7	6.7	93.4	7.5	1.1306	0.21	7.689	9.0296	0.658	4.264	169.67	15.48	14.14	26.7	12.78	1.91	7.41	35.76	429.13	4.76	66.68	0.3	7.51					1182.731	373.494	44	329	698.795		44.177	22	7.83E+05	1.75E+05	6.73E+06	2.19E+06	4.08E+05	9.33E+06	0.29	8.59	225.753	40.97	14632.107														
379	MP4_D1_30m	MP4_D1_30m_ss	MP4_D1_30m_ss_mean	MP4_D1_30m_nonss_mean	MP4	D1	2014-08-08T22:46:00	08.08.14	79.0153	4.0103	2426	30	epi	30.633	34.8385	5.0445	5.0421	6.60268	7.08894	5.7001		27.5421		2.787		0.475				59.8	717.6	11.7	10	139.6	6	0.2182	0	1.512	1.7302	0.166	2.754	515.8	230.28	42.98	95.04	42.78	6.79	6.33	16.82	201.8	3.18	44.53	0.27	5.29	1.12	0.07	3.93	5.05	5891.348	5275.654	1173	4103	3698.189		142.857	32	1.79E+06	4.17E+05	7.73E+06	3.72E+06	8.20E+05	1.23E+07	0.3	4.32	787.803	144.528	31149.541														
380	MP4_D1_20m	MP4_D1_20m_ss	MP4_D1_20m_ss_mean	MP4_D1_20m_nonss_mean	MP4	D1	2014-08-08T22:46:00	08.08.14	79.0153	4.0103	2426	20	epi	20.312	34.3223	5.2613	5.2597	6.51508	7.07603	1.2148		27.1075		0.692		0.063				63.2	758.4	11.1	10.9	152.3	5.8	0.0712	0	0.149	0.2202	0.071	2.401	213.48	6.92	17.79	36.93	1.63	2.64	6.74	45.41	544.92	8.24	115.39	0.74	5.51	1.08	0.11	3.85	4.92	7740.964	3014.056	94	2920	2092.369		44.177	16	1.49E+06	2.81E+05	4.26E+06	3.04E+06	7.36E+05	8.03E+06	0.23	2.86	455.305	96.909	19502.089														
381	MP4_D1_10m	MP4_D1_10m_ss	MP4_D1_10m_ss_mean	MP4_D1_10m_nonss_mean	MP4	D1	2014-08-08T22:46:00	08.08.14	79.0153	4.0103	2426	10	epi	10.141	33.2811	4.0767	4.076	6.23389	7.33313	0.5188		26.4107		0.312		0.031				121.5	1458	11.5	11.4	159.9	10.6	0.0514	0	0.029	0.0804	0.041	2	170.1	5.82	14.17	27.59	2.61	1.97	7.19	107.33	1287.9	9.45	132.29	0.82	11.36					4897.59	1230.924	60	1171	443.775		24.096	20	8.45E+05	2.03E+05	3.76E+06	2.41E+06	5.80E+05	6.75E+06	0.32	4.45	370.856	65.536	20457.98														
382	MP4_D1_5m	MP4_D1_5m_ss	MP4_D1_5m_ss_mean	MP4_D1_5m_nonss_mean	MP4	D1	2014-08-08T22:46:00	08.08.14	79.0153	4.0103	2426	5	epi	5.114	32.2854	2.2703	2.27	6.3517	7.72409	0.32369		25.7772		0.271		0.033				59	708	11.2	11.1	154.8	5.3	0.035	0	0.108	0.143	0.041	1.449	181.22	5.9	15.1	31.51	2.96	2.25	6.71	43.9	526.78	8.81	123.29	0.79	4.98					4291.165	865.462	20	845	240.964		34.137	10	6.20E+05	1.82E+05	3.60E+06	1.97E+06	4.56E+05	6.02E+06	0.42	5.8	256.549	50.077	18326.656														
383	MP4_D1_1m	MP4_D1_1m_ss	MP4_D1_1m_ss_mean	MP4_D1_1m_nonss_mean	MP4	D1	2014-08-08T22:46:00	08.08.14	79.0153	4.0103	2426	1	epi	2.514	31.9443	1.7282	1.7281	6.32853	7.85035	0.34313		25.543		0.275		0.026				83.2	998.4	11.8	11.7	163.8	7.1	0.0183	0.04	0.044	0.1023	0.04	1.874	161.16	3.35	13.43	27.99	3.44	2	6.72	69.77	837.24	9.7	135.78	0.82	7.19	1.43	0.09	4.55	5.98	3393.574	646.586	24	622	244.98		22.088	18	5.92E+05	1.75E+05	3.58E+06	2.21E+06	4.81E+05	6.28E+06	0.42	6.05	290.671	52.429	21202.776														
384	MP4_D***_1000m	MP4_D***_1000m_ss	MP4_D***_1000m_ss_mean	MP4_D***_1000m_nonss_mean	MP4	D***	2014-08-08T22:46:00	08.08.14	79.0942	4.7603	1849	1000	meso	1013.998	34.9312	-0.5038	-0.5451	5.58716	8.15772	0.037		28.0762								91.8	1101.6	15.9	1.9	26.6	48.3		0	14.001	14.001	0.985	9.405																		39.54	3.003	0	3	9.51		6.507		4.13E+04	8.13E+03	1.31E+06	3.96E+05	5.24E+04	1.75E+06	0.24	31.62	30.045	2.003	1309.965														
385	MP4_D***_750m	MP4_D***_750m_ss	MP4_D***_750m_ss_mean	MP4_D***_750m_nonss_mean	MP4	D***	2014-08-08T22:46:00	08.08.14	79.0942	4.7603	1849	750	meso	759.636	34.9446	0.0193	-0.0132	5.72004	8.04397	0.04		28.0605								37.2	446.4	15.4	1.1	14.7	35.4		0	14.349	14.349	0.943	8.117																		83.584	8.008	1.001	7	31.031		7.508		8.07E+04	1.45E+04	1.87E+06	5.05E+05	6.92E+04	2.45E+06	0.22	23.21	56.056	5.005	1403.403														
386	MP4_D***_500m	MP4_D***_500m_ss	MP4_D***_500m_ss_mean	MP4_D***_500m_nonss_mean	MP4	D***	2014-08-08T22:46:00	08.08.14	79.0942	4.7603	1849	500	meso	505.648	35.0125	1.5869	1.5599	5.6267	7.71752	0.04		28.0138								44.4	532.8	19.5	5.6	77.7	8		0	13.947	13.947	0.923	7.038																		101.152	6.51	1.002	6	10.516		11.017		1.47E+05	2.17E+04	2.47E+06	7.45E+05	8.80E+04	3.30E+06	0.17	16.83	57.586	8.513	1839.76														
387	MP4_D***_200m	MP4_D***_200m_ss	MP4_D***_200m_ss_mean	MP4_D***_200m_nonss_mean	MP4	D***	2014-08-08T22:46:00	08.08.14	79.0942	4.7603	1849	200	meso	202.884	35.1106	3.5362	3.5226	5.60969	7.34192	0.041		27.9218								50.1	601.2	18.1	5.8	81.1	8.7		0	12.31	12.31	0.838	5.681																		141.642	18.519	1.502	17	42.042		21.522		2.01E+05	2.75E+04	2.39E+06	1.64E+06	1.52E+05	4.19E+06	0.16	11.92	78.117	4.006	2608.413														
388	MP4_D***_100m	MP4_D***_100m_ss	MP4_D***_100m_ss_mean	MP4_D***_100m_nonss_mean	MP4	D***	2014-08-08T22:46:00	08.08.14	79.0942	4.7603	1849	100	epi	102.066	35.1326	4.4876	4.4801	5.51999	7.17127	0.194		27.839								51.9	622.8	16.3	10.8	151.5	4.8		0.26	5.222	5.482	0.504	1.636																		355.355	141.642	14.515	127	96.597		6.006		4.29E+05	5.25E+04	4.73E+06	1.03E+06	1.42E+05	5.90E+06	0.14	11.03	90.591	13.013	4072.072														
389	MP4_D***_50m	MP4_D***_50m_ss	MP4_D***_50m_ss_mean	MP4_D***_50m_nonss_mean	MP4	D***	2014-08-08T22:46:00	08.08.14	79.0942	4.7603	1849	50	epi	50.415	34.9514	4.0469	4.0434	5.97318	7.25767	0.92		27.7426								56	672	16.7	11.2	157.4	5		0.11	5.344	5.454	0.466	2.977																		2452.906	771.543	199.9	572	1131.263		63.627		1.41E+06	1.97E+05	1.11E+07	2.95E+06	6.09E+05	1.47E+07	0.16	7.88	478.217	80.12	16264.897														
390	MP4_D***_45m	MP4_D***_45m_ss	MP4_D***_45m_ss_mean	MP4_D***_45m_nonss_mean	MP4	D***	2014-08-08T22:46:00	08.08.14	79.0942	4.7603	1849	45	epi	45.329	34.843	3.6498	3.6468	6.26906	7.33433	1.651		27.6972								57	684	15	11.9	166.3	4.8		0.07	3.048	3.118	0.267	2.302																		5389.975	1903.759	170.426	1733	6839.098		92.231		1.19E+06	1.37E+05	1.24E+07	4.69E+06	9.72E+05	1.81E+07	0.13	10.46	909.319	170.842	18426.854														
391	MP4_D***_30m	MP4_D***_30m_ss	MP4_D***_30m_ss_mean	MP4_D***_30m_nonss_mean	MP4	D***	2014-08-08T22:46:00	08.08.14	79.0942	4.7603	1849	30	epi	30.12	35.0476	6.778	6.7752	5.90825	6.79421	3.796		27.487								76	912	14.4	13.5	188.7	5.6		0.02	0.9	0.92	0.113	1.688																		7934.87	2773.046	446.894	2326	11560.12		99.699		1.76E+06	2.15E+05	1.60E+07	4.91E+06	9.75E+05	2.18E+07	0.14	9.07	756.391	169.424	17090.727														
392	MP4_D***_20m	MP4_D***_20m_ss	MP4_D***_20m_ss_mean	MP4_D***_20m_nonss_mean	MP4	D***	2014-08-08T22:46:00	08.08.14	79.0942	4.7603	1849	20	epi	19.987	34.962	6.8719	6.8701	6.08941	6.78313	1.797		27.4067								64.8	777.6	12.8	12.7	178.3	5.1		0.02	0.047	0.067	0.04	1.335																		13250.501	2082.665	174.349	1908	18297.595		79.659		2.05E+06	2.48E+05	1.68E+07	5.55E+06	1.18E+06	2.35E+07	0.14	8.16	768.537	128.257	20557.114														
393	MP4_D***_10m	MP4_D***_10m_ss	MP4_D***_10m_ss_mean	MP4_D***_10m_nonss_mean	MP4	D***	2014-08-08T22:46:00	08.08.14	79.0942	4.7603	1849	10	epi	10.185	33.9019	4.4782	4.4775	5.98015	7.23152	0.239		26.8625								69.6	835.2	12.7	12.6	176.1	5.5		0	0.12	0.12	0.053	0.679																		9838.176	1496.493	80.661	1416	5927.856		62.625		1.23E+06	1.81E+05	9.35E+06	3.69E+06	7.77E+05	1.38E+07	0.17	7.62	425.134	82.219	15691.845														
394	MP4_D***_1m	MP4_D***_1m_ss	MP4_D***_1m_ss_mean	MP4_D***_1m_nonss_mean	MP4	D***	2014-08-08T22:46:00	08.08.14	79.0942	4.7603	1849	1	epi	2.221	33.8423	4.3765	4.3764	5.97647	7.25236	0.251		26.8261								65.9	790.8	11.1	11.1	154.9	6		0	0.038	0.038	0.068	1.952																		7493.487	494.489	39.078	455	3693.387		22.545		1.45E+06	1.96E+05	9.69E+06	3.33E+06	6.69E+05	1.37E+07	0.16	6.67	279.225	64.128	18421.51														
395	MP4_D**_1000m	MP4_D**_1000m_ss	MP4_D**_1000m_ss_mean	MP4_D**_1000m_nonss_mean	MP4	D**	2014-08-08T22:46:00	08.08.14	79.0472	5.5	1922	1000	meso	1014.893	34.9295	-0.5602	-0.5902	5.7336	8.16777	0.037		28.0769		0.007						54.9	658.8	21.6	8.8	123.1	6.2		0	12.81	12.81	0.933	8.753	44.31	22.75	3.69	2.29	0.17	0.16	22.6	51.21	614.49	8.63	120.77	0.4	5.94					48.549	2.002	0.501	2	28.529		13.514		4.52E+04	9.33E+03	6.29E+05	7.40E+05	7.25E+04	1.44E+06	0.26	13.91	38.744	6.012	1301.937														
396	MP4_D**_750m	MP4_D**_750m_ss	MP4_D**_750m_ss_mean	MP4_D**_750m_nonss_mean	MP4	D**	2014-08-08T22:46:00	08.08.14	79.0472	5.5	1922	750	meso	759.519	34.9322	-0.393	-0.393	5.75824	8.12697	0.037		28.0702		0.01						46.3	555.6	21.3	7.9	111.3	5.8		0	13.352	13.352	0.944	8.097	32.09	2.62	2.67	3.2	1.69	0.23	11.7	43.63	523.51	7.72	108.07	0.36	5.65					36.054	0.501	0	1	5.508		0		6.76E+04	1.19E+04	1.54E+06	4.18E+05	5.93E+04	2.02E+06	0.21	22.82	19.019	0.501	857.858														
397	MP4_D**_500m	MP4_D**_500m_ss	MP4_D**_500m_ss_mean	MP4_D**_500m_nonss_mean	MP4	D**	2014-08-08T22:46:00	08.08.14	79.0472	5.5	1922	500	meso	506.601	34.9679	0.50145	0.5145	5.70289	7.93347	0.061		28.0495		0.025						48.4	580.8	20.5	7.1	99.5	6.8		0	13.392	13.392	0.942	7.523	44.8	4.98	3.73	4.56	1.13	0.33	11.47	44.67	536	6.78	94.96	0.33	6.59					210.711	9.009	0.501	9	5.506		4.004		9.81E+04	1.57E+04	2.08E+06	5.70E+05	6.92E+04	2.71E+06	0.19	21.15	47.548	6.006	1550.551														
398	MP4_D**_200m	MP4_D**_200m_ss	MP4_D**_200m_ss_mean	MP4_D**_200m_nonss_mean	MP4	D**	2014-08-08T22:46:00	08.08.14	79.0472	5.5	1922	200	meso	202.703	35.0792	2.7019	2.7019	5.6541	7.49584	0.141		27.9745		0.072						52.2	626.4	20.7	8.3	115.6	6.3		0	12.44	12.44	0.866	6.226	58.19	1.68	4.85	5.79	1.18	0.41	11.72	47.35	568.21	7.85	109.85	0.38	6.03					226.34	110.165	8.513	102	14.522		1.502		2.91E+05	4.55E+04	3.52E+06	8.30E+05	8.91E+04	4.44E+06	0.19	12.1	68.102	10.516	3216.825														
