"Seq"	"sampleID"	"sampleID_ss"	"sampleID_ss_mean"	"sampleID_nonss_mean"	"Cruise"	"Station"	"yyyy.mm.ddThh.mm.ss.sss"	"Date_mm.dd.yy"	"Latitude_degrees_north"	"Longitude_degrees_east"	"Bot_Depth_m"	"DEPTH_M"	"depthbin"	"Pressure"	"CTD.S"	"CTD.T"	"Potemp090C"	"CTD.O2"	"Oxsatperc"	"CTD.fluo"	"Turbidity"	"sigma"	"percChl_a_10"	"Chl_a"	"Chl_a_AVG"	"Chl_a_10um"	"Chla10_AVG"	"Phaeop_AVG"	"Phaeop_SD"	"TOC_uM"	"TOC_ug"	"TN_uM"	"TON_uM"	"TON_ug"	"TOC.TON"	"NH4_uM"	"NO2_uM"	"NO3.NO2_uM"	"Total_inorgN_uM"	"PO4_uM"	"SiOH4_uM"	"POC_ug"	"sd_POC_ug"	"POC_uM"	"PON_ug"	"sd_PON_ug"	"PON_uM"	"POC.PON"	"DOC_uM"	"DOC_ug"	"DON_uM"	"DON_ug"	"DON.TN"	"DOC.DON"	"BP_ug"	"sd_BP"	"BR"	"BCD"	"Picophytoeukaryotes"	"Nanophytoplankton"	"Large_Nanphyto"	"Small_Nanophyto"	"Synechococcus"	"Phaeocystis"	"Cryptophytes"	"Dead_phyto"	"Bacteria"	"HNA_bacteria"	"Small_virus"	"Medium_virus"	"Large_virus"	"Total_virus"	"HNA.LNA_bacteria"	"smallVirus.Bacteria"	"HNF"	"Large_HNF"	"HNA_Bac_from_HNF_plot"	"LysoTrack_HNF"	"Humic_Fl_A_RU"	"Humic_FL_C_RU"	"Humic_Fl_M_RU"	"Aminoacid_Fl_T_RU"	"Fluorescence_Index"	"a255_m.1"	"a300_m.1"	"a351_m.1"	"a375_m.1"	"S300.650nm__um.1"	"R2_of_slope_fit_300.650"	"S275.295nm__um.1"	"S300.450nm__um.1"	"sampleID2"	"sf0.4-3"	"sf3-10"	"sf10-50"	"sf50-200"	"sf3-180"
"21"	22	"MP1_B16_1m"	"MP1_B16_1m_ss"	"MP1_B16_1m_ss_mean"	"MP1_B16_1m_nonss_mean"	"MP1"	"B16"	"2014-01-16T22:42:00"	"10.01.14"	81.77133333	19.16466667	3166	"1"	"epi"	1.342	34.2777	-1.849	-1.849	6.71858	8.49969	0.0576	14.619	27.595	5.673076923	0.015	NA	0.001	NA	NA	NA	55	660	12.3	6.7	93.4	8.2	0.49	NA	5.17	5.63	0.43	2.61	34.04	2.75	2.84	4.54	1.05	0.32	8.75	52.16	625.96	6.35	88.84	0.95	8.22	NA	NA	NA	NA	141.414	15.152	NA	NA	35	NA	NA	NA	849000	66400	17800000	6170000	1860000	25800000	0.08	20.94	69.462	12.516	2328.536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP1_B16_1"	"MP1_B16_1_0.4.3"	"MP1_B16_1_3.10"	"MP1_B16_1_10.50"	"MP1_B16_1_50.200"	"MP1_B16_1_3.180"
"22"	23	"MP1_B14_1000m"	"MP1_B14_1000m_ss"	"MP1_B14_1000m_ss_mean"	"MP1_B14_1000m_nonss_mean"	"MP1"	"B14"	"2014-01-16T22:42:00"	"10.01.14"	81.64883333	18.26033333	2207	"1000"	"meso"	1014.502	34.9149	-0.2298	-0.2733	5.66386	8.09908	0.0381	0.031	28.0496	NA	NA	NA	NA	NA	NA	NA	50.6	607.2	17.7	3.7	51.1	13.9	0.18	NA	13.56	14.05	1.03	8.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	344000	30500	9610000	2150000	622000	12400000	0.1	27.96	21.916	5.009	1226.675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP1_B14_1000"	"MP1_B14_1000_0.4.3"	"MP1_B14_1000_3.10"	"MP1_B14_1000_10.50"	"MP1_B14_1000_50.200"	"MP1_B14_1000_3.180"
"23"	24	"MP1_B14_750m"	"MP1_B14_750m_ss"	"MP1_B14_750m_ss_mean"	"MP1_B14_750m_nonss_mean"	"MP1"	"B14"	"2014-01-16T22:42:00"	"10.01.14"	81.64883333	18.26033333	2207	"750"	"meso"	759.358	34.9259	0.3867	0.352	5.7057	7.9672	0.0389	0.028	28.0247	NA	NA	NA	NA	NA	NA	NA	53	636	18.4	5.6	78	9.5	0.1	NA	12.73	12.83	0.99	7.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	220000	6670	3520000	1640000	326000	5490000	0.03	15.99	21.277	6.884	1140.801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP1_B14_750"	"MP1_B14_750_0.4.3"	"MP1_B14_750_3.10"	"MP1_B14_750_10.50"	"MP1_B14_750_50.200"	"MP1_B14_750_3.180"
"24"	25	"MP1_B14_500m"	"MP1_B14_500m_ss"	"MP1_B14_500m_ss_mean"	"MP1_B14_500m_nonss_mean"	"MP1"	"B14"	"2014-01-16T22:42:00"	"10.01.14"	81.64883333	18.26033333	2207	"500"	"meso"	507.523	34.9604	1.4912	1.4644	5.75252	7.7393	0.0381	0.006	27.9792	NA	NA	NA	NA	NA	NA	NA	44.1	529.2	14.8	3.1	43.5	14.2	0.07	NA	11.62	11.69	0.88	5.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.05	0	NA	NA	0	NA	NA	NA	329000	22800	9460000	3100000	850000	13400000	0.07	28.75	31.935	8.766	1465.874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP1_B14_500"	"MP1_B14_500_0.4.3"	"MP1_B14_500_3.10"	"MP1_B14_500_10.50"	"MP1_B14_500_50.200"	"MP1_B14_500_3.180"
"25"	26	"MP1_B14_200m"	"MP1_B14_200m_ss"	"MP1_B14_200m_ss_mean"	"MP1_B14_200m_nonss_mean"	"MP1"	"B14"	"2014-01-16T22:42:00"	"10.01.14"	81.64883333	18.26033333	2207	"200"	"meso"	202.715	34.9361	2.2123	2.201	5.71013	7.59893	0.0411	0.003	27.9032	NA	NA	NA	NA	NA	NA	NA	45.2	542.4	15	3	41.4	15.3	0.17	NA	11.87	12.04	0.89	5.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.025	0	NA	NA	0	NA	NA	NA	506000	28300	12700000	4420000	1180000	18300000	0.06	25.03	41.954	6.888	1417.032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP1_B14_200"	"MP1_B14_200_0.4.3"	"MP1_B14_200_3.10"	"MP1_B14_200_10.50"	"MP1_B14_200_50.200"	"MP1_B14_200_3.180"
"26"	27	"MP1_B14_100m"	"MP1_B14_100m_ss"	"MP1_B14_100m_ss_mean"	"MP1_B14_100m_nonss_mean"	"MP1"	"B14"	"2014-01-16T22:42:00"	"10.01.14"	81.64883333	18.26033333	2207	"100"	"epi"	100.838	34.7471	1.3896	1.3848	5.82166	7.77081	0.0531	0.013	27.8152	NA	NA	NA	NA	NA	NA	NA	50.5	606	16.8	6.6	92.7	7.6	0.14	NA	10.04	10.18	0.69	4.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.126	0	NA	NA	5	NA	NA	NA	752000	55400	1.4e+07	4520000	1330000	19800000	0.08	18.57	67.001	9.393	2120.225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP1_B14_100"	"MP1_B14_100_0.4.3"	"MP1_B14_100_3.10"	"MP1_B14_100_10.50"	"MP1_B14_100_50.200"	"MP1_B14_100_3.180"
"27"	28	"MP1_B14_50m"	"MP1_B14_50m_ss"	"MP1_B14_50m_ss_mean"	"MP1_B14_50m_nonss_mean"	"MP1"	"B14"	"2014-01-16T22:42:00"	"10.01.14"	81.64883333	18.26033333	2207	"50"	"epi"	50.603	34.3709	-1.2732	-1.2745	6.54221	8.36127	0.0523	0.024	27.6535	NA	NA	NA	NA	NA	NA	NA	51.7	620.4	15.1	7.3	102.1	7.1	0.27	NA	7.54	7.81	0.55	3.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.302	5.025	NA	NA	40	NA	NA	NA	796000	55300	15400000	6260000	1930000	23600000	0.07	19.29	69.505	11.271	2786.475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP1_B14_50"	"MP1_B14_50_0.4.3"	"MP1_B14_50_3.10"	"MP1_B14_50_10.50"	"MP1_B14_50_50.200"	"MP1_B14_50_3.180"
"28"	29	"MP1_B14_30m"	"MP1_B14_30m_ss"	"MP1_B14_30m_ss_mean"	"MP1_B14_30m_nonss_mean"	"MP1"	"B14"	"2014-01-16T22:42:00"	"10.01.14"	81.64883333	18.26033333	2207	"30"	"epi"	31.247	34.334	-1.4864	-1.4871	6.58123	8.41221	0.0501	0.02	27.6305	NA	NA	NA	NA	NA	NA	NA	53.7	644.4	14.3	6.9	95.9	7.8	0.17	NA	7.28	7.45	0.56	3.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.606	5.051	NA	NA	15	NA	NA	NA	790000	47100	12600000	6530000	1780000	20900000	0.06	16	72.636	17.533	2840.952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP1_B14_30"	"MP1_B14_30_0.4.3"	"MP1_B14_30_3.10"	"MP1_B14_30_10.50"	"MP1_B14_30_50.200"	"MP1_B14_30_3.180"
"29"	30	"MP1_B14_20m"	"MP1_B14_20m_ss"	"MP1_B14_20m_ss_mean"	"MP1_B14_20m_nonss_mean"	"MP1"	"B14"	"2014-01-16T22:42:00"	"10.01.14"	81.64883333	18.26033333	2207	"20"	"epi"	20.405	34.3274	-1.5267	-1.5271	6.59541	8.42188	0.0546	0.018	27.6264	NA	NA	NA	NA	NA	NA	NA	54.6	655.2	14.3	7	98.6	7.8	0.16	NA	7.1	7.26	0.55	3.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50.251	15.075	NA	NA	10	NA	NA	NA	997000	77900	19300000	6630000	1650000	27600000	0.08	19.38	60.739	17.533	2633.688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP1_B14_20"	"MP1_B14_20_0.4.3"	"MP1_B14_20_3.10"	"MP1_B14_20_10.50"	"MP1_B14_20_50.200"	"MP1_B14_20_3.180"
"30"	31	"MP1_B14_10m"	"MP1_B14_10m_ss"	"MP1_B14_10m_ss_mean"	"MP1_B14_10m_nonss_mean"	"MP1"	"B14"	"2014-01-16T22:42:00"	"10.01.14"	81.64883333	18.26033333	2207	"10"	"epi"	10.476	34.3243	-1.5563	-1.5565	6.61683	8.42889	0.0516	0.02	27.6247	NA	NA	NA	NA	NA	NA	NA	51	612	13.8	6.2	86.1	8.3	0.21	NA	7.44	7.65	0.58	3.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.455	0	NA	NA	30	NA	NA	NA	743000	53400	14800000	6030000	1490000	22300000	0.08	19.92	60.113	15.028	2584.847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP1_B14_10"	"MP1_B14_10_0.4.3"	"MP1_B14_10_3.10"	"MP1_B14_10_10.50"	"MP1_B14_10_50.200"	"MP1_B14_10_3.180"
"31"	32	"MP1_B14_5m"	"MP1_B14_5m_ss"	"MP1_B14_5m_ss_mean"	"MP1_B14_5m_nonss_mean"	"MP1"	"B14"	"2014-01-16T22:42:00"	"10.01.14"	81.64883333	18.26033333	2207	"5"	"epi"	5.183	34.3242	-1.543	-1.5431	6.59457	8.42583	0.0501	0.184	27.6242	NA	NA	NA	NA	NA	NA	NA	54.6	655.2	15	7.8	108.6	7	0.16	NA	7.08	7.24	0.56	3.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65.657	5.051	NA	NA	15	NA	NA	NA	882000	60600	19500000	6810000	1920000	28200000	0.07	22.06	70.131	20.038	2728.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP1_B14_5"	"MP1_B14_5_0.4.3"	"MP1_B14_5_3.10"	"MP1_B14_5_10.50"	"MP1_B14_5_50.200"	"MP1_B14_5_3.180"
"32"	33	"MP1_B14_1m"	"MP1_B14_1m_ss"	"MP1_B14_1m_ss_mean"	"MP1_B14_1m_nonss_mean"	"MP1"	"B14"	"2014-01-16T22:42:00"	"10.01.14"	81.64883333	18.26033333	2207	"1"	"epi"	2.166	34.3235	-1.5253	-1.5254	6.58632	8.42179	0.0538	0.154	27.6231	NA	NA	NA	NA	NA	NA	NA	51	612	13.9	6.4	89.6	8	0.14	NA	7.36	7.5	0.54	3.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	101.01	5.051	NA	NA	61	NA	NA	NA	909000	70400	18200000	6950000	2e+06	27200000	0.08	20.06	69.505	16.281	2596.118	NA	0.022755464	0.010677865	0.014741443	0.016482439	1.885585792	1.298757	0.42592	0.147257	0.098894	20.516131	0.993873	29.219118	14.389691	"MP1_B14_1"	"MP1_B14_1_0.4.3"	"MP1_B14_1_3.10"	"MP1_B14_1_10.50"	"MP1_B14_1_50.200"	"MP1_B14_1_3.180"
"33"	34	"MP1_B11_1000m"	"MP1_B11_1000m_ss"	"MP1_B11_1000m_ss_mean"	"MP1_B11_1000m_nonss_mean"	"MP1"	"B11"	"2014-01-16T22:42:00"	"10.01.14"	81.52361111	17.43611111	1737	"1000"	"meso"	1014.007	34.9165	-0.2612	-0.3044	5.64145	8.10577	0.0389	0.162	28.0525	NA	0.002	NA	NA	NA	NA	NA	51.8	621.6	20.1	7.9	110.6	6.6	0.08	NA	12.12	12.2	0.93	9.36	32.06	4.2	2.67	3.33	0.98	0.24	11.22	49.13	589.54	7.66	107.27	0.38	6.41	NA	NA	NA	NA	5.051	0	NA	NA	0	NA	NA	NA	402000	32800	12300000	2710000	793000	15800000	0.09	30.67	25.047	8.14	1562.93	NA	0.02479159	0.01364249	0.016996534	0.016998097	1.946589339	1.061818	0.375524	0.156739	0.115285	18.560234	0.990624	26.478953	10.352931	"MP1_B11_1000"	"MP1_B11_1000_0.4.3"	"MP1_B11_1000_3.10"	"MP1_B11_1000_10.50"	"MP1_B11_1000_50.200"	"MP1_B11_1000_3.180"
"34"	35	"MP1_B11_750m"	"MP1_B11_750m_ss"	"MP1_B11_750m_ss_mean"	"MP1_B11_750m_nonss_mean"	"MP1"	"B11"	"2014-01-16T22:42:00"	"10.01.14"	81.52361111	17.43611111	1737	"750"	"meso"	760.405	34.9234	0.1316	0.0984	5.69041	8.02121	0.0389	0.088	28.0372	NA	0.005	NA	NA	NA	NA	NA	37.2	446.4	13.1	1.1	14.8	35.1	0.18	NA	11.86	12.04	0.91	8.28	22.24	2.75	1.85	2.64	0.24	0.19	9.84	35.35	424.16	0.87	12.2	0.07	40.55	NA	NA	NA	NA	10.101	0	NA	NA	5	NA	NA	NA	417000	34700	13400000	2480000	773000	16700000	0.09	32.12	33.187	10.019	1547.902	NA	0.024530736	0.013462987	0.017066103	0.018018497	1.82980647	0.977691	0.277579	0.074915	0.019643	25.681787	0.994256	32.665792	37.147831	"MP1_B11_750"	"MP1_B11_750_0.4.3"	"MP1_B11_750_3.10"	"MP1_B11_750_10.50"	"MP1_B11_750_50.200"	"MP1_B11_750_3.180"
"35"	36	"MP1_B11_500m"	"MP1_B11_500m_ss"	"MP1_B11_500m_ss_mean"	"MP1_B11_500m_nonss_mean"	"MP1"	"B11"	"2014-01-16T22:42:00"	"10.01.14"	81.52361111	17.43611111	1737	"500"	"meso"	507.104	35.0066	1.9592	1.9305	5.77782	7.64449	0.0366	0.067	27.9803	NA	0.009	NA	NA	NA	NA	NA	52.2	626.4	17.1	6.3	88.1	8.3	0.12	NA	10.69	10.81	0.85	5.85	25.07	1.63	2.09	2.33	0.17	0.17	12.55	50.11	601.33	6.12	85.73	0.36	8.18	NA	NA	NA	NA	15.152	0	NA	NA	15	NA	NA	NA	494000	34000	9620000	4550000	1180000	15300000	0.07	19.48	35.066	7.514	1681.277	NA	0.022745197	0.011363526	0.018243402	0.026448202	1.848103583	1.143101	0.364687	0.134387	0.106751	18.727916	0.990737	29.13486	11.72613	"MP1_B11_500"	"MP1_B11_500_0.4.3"	"MP1_B11_500_3.10"	"MP1_B11_500_10.50"	"MP1_B11_500_50.200"	"MP1_B11_500_3.180"
"36"	37	"MP1_B11_200m"	"MP1_B11_200m_ss"	"MP1_B11_200m_ss_mean"	"MP1_B11_200m_nonss_mean"	"MP1"	"B11"	"2014-01-16T22:42:00"	"10.01.14"	81.52361111	17.43611111	1737	"200"	"meso"	202.857	35.0277	3.0115	2.9988	5.82991	7.44263	0.0426	0.06	27.9062	6.302521008	0.014	NA	9e-04	NA	NA	NA	50.4	604.8	15.5	5.3	74.8	9.4	0.11	NA	10.05	10.16	0.74	4.78	28.01	0.82	2.33	3.53	0.61	0.25	9.27	48.07	576.79	5.09	71.23	0.33	9.45	NA	NA	NA	NA	90.452	0	NA	NA	80	NA	NA	NA	860000	65400	15500000	6260000	1610000	23400000	0.08	18.05	77.019	18.159	3033.187	NA	0.020333698	0.010131082	0.015611937	0.020415765	1.820679035	1.183832	0.366267	0.131361	0.096816	19.335296	0.993762	30.065593	13.910851	"MP1_B11_200"	"MP1_B11_200_0.4.3"	"MP1_B11_200_3.10"	"MP1_B11_200_10.50"	"MP1_B11_200_50.200"	"MP1_B11_200_3.180"
"37"	38	"MP1_B11_100m"	"MP1_B11_100m_ss"	"MP1_B11_100m_ss_mean"	"MP1_B11_100m_nonss_mean"	"MP1"	"B11"	"2014-01-16T22:42:00"	"10.01.14"	81.52361111	17.43611111	1737	"100"	"epi"	101.59	34.9745	2.7218	2.7157	5.8349	7.49965	0.0404	0.031	27.8901	10.40816327	0.015	NA	0.0015	NA	NA	NA	52.5	630	16.5	6.5	91.1	8.1	0.03	NA	9.96	9.99	0.75	4.78	35.61	1.69	2.97	4.21	0.9	0.3	9.87	49.53	594.39	6.21	86.93	0.38	7.98	NA	NA	NA	NA	20.202	5.051	NA	NA	40	NA	NA	NA	771000	54500	1.7e+07	5790000	1530000	24300000	0.08	22.06	75.767	20.664	2696.306	NA	0.021845942	0.010814095	0.019251479	0.029477974	1.883352513	1.179407	0.364145	0.129239	0.087785	20.594577	0.992572	30.297385	13.707401	"MP1_B11_100"	"MP1_B11_100_0.4.3"	"MP1_B11_100_3.10"	"MP1_B11_100_10.50"	"MP1_B11_100_50.200"	"MP1_B11_100_3.180"
"38"	39	"MP1_B11_50m"	"MP1_B11_50m_ss"	"MP1_B11_50m_ss_mean"	"MP1_B11_50m_nonss_mean"	"MP1"	"B11"	"2014-01-16T22:42:00"	"10.01.14"	81.52361111	17.43611111	1737	"50"	"epi"	50.354	34.6663	0.5459	0.5439	6.24819	7.94794	0.0419	0.03	27.8059	7.894736842	0.014	NA	0.0011	NA	NA	NA	47.6	571.2	14.1	5.1	70.7	9.4	0.08	NA	8.97	9.05	0.69	4.42	30.98	6.52	2.58	3.18	0.71	0.23	11.37	45.02	540.22	4.82	67.52	0.34	9.33	NA	NA	NA	NA	35.354	0	NA	NA	51	NA	NA	NA	881000	66100	17200000	6e+06	1470000	24700000	0.08	19.54	63.244	10.645	2993.738	NA	0.021939269	0.010775489	0.016774507	0.024122063	1.845691599	1.175388	0.33249	0.10219	0.05613	22.244099	0.996891	32.911139	28.189528	"MP1_B11_50"	"MP1_B11_50_0.4.3"	"MP1_B11_50_3.10"	"MP1_B11_50_10.50"	"MP1_B11_50_50.200"	"MP1_B11_50_3.180"
"39"	40	"MP1_B11_30m"	"MP1_B11_30m_ss"	"MP1_B11_30m_ss_mean"	"MP1_B11_30m_nonss_mean"	"MP1"	"B11"	"2014-01-16T22:42:00"	"10.01.14"	81.52361111	17.43611111	1737	"30"	"epi"	30.489	34.506	-0.3506	-0.3515	6.40524	8.14802	0.0456	0.025	27.725	10.72289157	0.012	NA	0.0013	NA	NA	NA	52.8	633.6	15.1	5.9	82.6	8.9	0.59	NA	8.61	9.2	0.68	3.99	33.96	1.58	2.83	3.57	1.12	0.25	11.11	49.97	599.64	5.65	79.03	0.37	8.85	NA	NA	NA	NA	35.176	0	NA	NA	25	NA	NA	NA	826000	63500	15200000	5770000	1460000	22400000	0.08	18.39	78.223	21.277	2801.627	NA	0.022356138	0.010568843	0.016462406	0.02143954	1.884536219	1.22637	0.369654	0.127839	0.077173	20.645811	0.995128	30.89857	17.771359	"MP1_B11_30"	"MP1_B11_30_0.4.3"	"MP1_B11_30_3.10"	"MP1_B11_30_10.50"	"MP1_B11_30_50.200"	"MP1_B11_30_3.180"
"40"	41	"MP1_B11_20m"	"MP1_B11_20m_ss"	"MP1_B11_20m_ss_mean"	"MP1_B11_20m_nonss_mean"	"MP1"	"B11"	"2014-01-16T22:42:00"	"10.01.14"	81.52361111	17.43611111	1737	"20"	"epi"	20.156	34.4469	-0.7481	-0.7487	6.47863	8.23882	0.0471	0.028	27.695	13.08	0.012	NA	0.0016	NA	NA	NA	48.3	579.6	13.9	5.6	77.8	8.7	0.07	NA	8.27	8.34	0.63	3.99	31.99	2.19	2.67	3.98	0.72	0.28	9.38	45.63	547.61	5.28	73.86	0.38	8.65	NA	NA	NA	NA	106.061	5.051	NA	NA	35	NA	NA	NA	987000	73000	18300000	6530000	1560000	26400000	0.08	18.55	56.356	8.766	2805.886	NA	0.021907765	0.010614286	0.01611068	0.021500865	1.8105127	1.220093	0.363377	0.107744	0.059381	22.88368	0.995556	31.998803	21.893925	"MP1_B11_20"	"MP1_B11_20_0.4.3"	"MP1_B11_20_3.10"	"MP1_B11_20_10.50"	"MP1_B11_20_50.200"	"MP1_B11_20_3.180"
"41"	42	"MP1_B11_10m"	"MP1_B11_10m_ss"	"MP1_B11_10m_ss_mean"	"MP1_B11_10m_nonss_mean"	"MP1"	"B11"	"2014-01-16T22:42:00"	"10.01.14"	81.52361111	17.43611111	1737	"10"	"epi"	10.422	34.4388	-0.7972	-0.7975	6.50007	8.25019	0.0456	0.028	27.6905	7.150684932	0.018	NA	0.0013	NA	NA	NA	52.4	628.8	14.5	5.7	79.2	9.3	0.31	NA	8.53	8.84	0.62	3.91	31.08	1.25	2.59	3.41	0.51	0.24	10.64	49.81	597.72	5.42	75.83	0.37	9.2	NA	NA	NA	NA	20.202	5.051	NA	NA	25	NA	NA	NA	920000	71600	17400000	6100000	1540000	2.5e+07	0.08	18.9	92.048	25.673	2817.783	NA	0.021636457	0.010696225	0.016632153	0.0224739	1.940861798	1.264302	0.393768	0.133529	0.087469	21.363126	0.995089	30.77735	15.713733	"MP1_B11_10"	"MP1_B11_10_0.4.3"	"MP1_B11_10_3.10"	"MP1_B11_10_10.50"	"MP1_B11_10_50.200"	"MP1_B11_10_3.180"
"42"	43	"MP1_B11_5m"	"MP1_B11_5m_ss"	"MP1_B11_5m_ss_mean"	"MP1_B11_5m_nonss_mean"	"MP1"	"B11"	"2014-01-16T22:42:00"	"10.01.14"	81.52361111	17.43611111	1737	"5"	"epi"	6.058	34.438	-0.7925	-0.7926	6.47424	8.24918	0.0486	0.05	27.6896	6.989247312	0.014	NA	0.001	NA	NA	NA	53.5	642	14.4	5.9	83.2	9	0.11	NA	8.35	8.46	0.56	3.77	31.31	1.32	2.61	3.42	0.12	0.24	10.68	50.89	610.69	5.7	79.74	0.4	8.93	NA	NA	NA	NA	45.455	5.051	NA	NA	51	NA	NA	NA	956000	71400	17200000	6190000	1720000	25100000	0.08	17.98	67.627	14.402	3248.591	NA	0.022402912	0.010841824	0.017328756	0.022440577	1.815816944	1.23206	0.368435	0.124317	0.071348	24.598945	0.996719	31.478243	17.083691	"MP1_B11_5"	"MP1_B11_5_0.4.3"	"MP1_B11_5_3.10"	"MP1_B11_5_10.50"	"MP1_B11_5_50.200"	"MP1_B11_5_3.180"
"43"	44	"MP1_B11_1m"	"MP1_B11_1m_ss"	"MP1_B11_1m_ss_mean"	"MP1_B11_1m_nonss_mean"	"MP1"	"B11"	"2014-01-16T22:42:00"	"10.01.14"	81.52361111	17.43611111	1737	"1"	"epi"	2.392	34.4375	-0.8001	-0.8002	6.4711	8.2509	0.0501	0.045	27.6896	6.380952381	0.016	NA	0.001	NA	NA	NA	51.7	620.4	14.3	6	83.9	8.6	0.11	NA	8.2	8.31	0.61	3.9	28.37	1.22	2.36	3.65	1.25	0.26	9.08	49.34	592.03	5.73	80.21	0.4	8.61	NA	NA	NA	NA	106.061	5.051	NA	NA	91	NA	NA	NA	734000	50100	12700000	6250000	1400000	20400000	0.07	17.36	73.262	12.523	3012.523	NA	0.022065154	0.010801565	0.015851223	0.023202452	1.756756963	1.336192	0.449537	0.184692	0.134026	19.190761	0.995504	27.741286	12.377369	"MP1_B11_1"	"MP1_B11_1_0.4.3"	"MP1_B11_1_3.10"	"MP1_B11_1_10.50"	"MP1_B11_1_50.200"	"MP1_B11_1_3.180"
"44"	45	"MP1_B8_1000m"	"MP1_B8_1000m_ss"	"MP1_B8_1000m_ss_mean"	"MP1_B8_1000m_nonss_mean"	"MP1"	"B8"	"2014-01-16T22:42:00"	"11.01.14"	81.43066667	17.87966667	980	"1000"	"meso"	1011.967	34.9179	-0.2465	-0.2898	5.65473	8.10253	0.0396	0.307	28.0529	4.421052632	0.009	NA	4e-04	NA	NA	NA	58.8	705.6	NA	NA	NA	NA	0.17	NA	12.89	13.06	0.93	8.86	37.45	4.9	3.12	5.07	0.57	0.36	8.63	55.68	668.15	NA	NA	NA	NA	NA	NA	NA	NA	14.706	0	NA	NA	0	NA	NA	NA	495000	46000	1.3e+07	2260000	709000	15900000	0.1	26.18	24.716	6.012	1443.554	NA	0.024944693	0.01396732	0.016852634	0.015701256	1.804263312	1.024519	0.333619	0.124046	0.080289	20.443796	0.993856	28.101366	13.703171	"MP1_B8_1000"	"MP1_B8_1000_0.4.3"	"MP1_B8_1000_3.10"	"MP1_B8_1000_10.50"	"MP1_B8_1000_50.200"	"MP1_B8_1000_3.180"
"45"	46	"MP1_B8_750m"	"MP1_B8_750m_ss"	"MP1_B8_750m_ss_mean"	"MP1_B8_750m_nonss_mean"	"MP1"	"B8"	"2014-01-16T22:42:00"	"11.01.14"	81.43066667	17.87966667	980	"750"	"meso"	758.68	34.9471	0.457	0.4218	5.69922	7.95133	0.0374	0.242	28.0376	11.90217391	0.011	NA	0.0014	NA	NA	NA	41.3	495.6	NA	NA	NA	NA	0.04	NA	12.6	12.64	0.9	7.99	35.1	5.65	2.92	5.28	0.73	0.38	7.76	38.38	460.5	NA	NA	NA	NA	NA	NA	NA	NA	30.303	0	NA	NA	20	NA	NA	NA	582000	51100	11300000	3140000	978000	15400000	0.1	19.44	41.518	7.158	1576.235	NA	0.022784222	0.012791424	0.016294183	0.014407172	1.817157272	1.064709	0.353082	0.143509	0.083631	20.214651	0.996837	27.909289	14.965849	"MP1_B8_750"	"MP1_B8_750_0.4.3"	"MP1_B8_750_3.10"	"MP1_B8_750_10.50"	"MP1_B8_750_50.200"	"MP1_B8_750_3.180"
